scenario,run #,output dollar year,target station capacity (kg/day),target number of stations,one-way delivery distance (mile),electricity cost ($/kWh),diesel cost ($/gallon),electricity emission factor (kg CO2/kWh),diesel emission factor (kg CO2/gallon),hydrogen prod. emission factor (kg CO2-eq/kg),formic acid prod. emission factor (kg CO2-eq/kg),hydrogen purchase cost ($/kg),formic acid purchase cost ($/kg),formic acid production pathway,hydr. reaction temperature (K),hydr. reaction pressure (bar),hydr. reaction yield,hydr. reactor volume (m^3),number of hydr. reactors,hydr. catalyst amount (kg),hydr. catalyst cost ($/kg),hydr. catalyst lifetime (yr),hydr. reactor energy (unit TBD),hydr. separator energy (unit TBD),CO2 electrolyzer purchase cost ($/m^2),terminal formic acid storage amount (days),dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reaction yield,dehydr. reactor volume (m^3),number of dehydr. reactors,dehydr. catalyst amount (kg),dehydr. catalyst cost ($/kg),dehydr. catalyst lifetime (yr),dehydr. reactor energy (unit TBD),dehydr. gas/liquid separator energy (unit TBD),station formic acid storage amount (days),pathway,process,function,total levelized cost of hydrogen ($/kg H2)
Pd 4nm,45,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,84.36842105263158,0.9999,0.000233986733986733,1.0,0.03087707660627648,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,trucking,0.30940815950784856
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,pumping,0.0
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,storage,0.005924589413032817
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,CO2 recycling,10.141290568234128
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,compression,0.0
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,pumping,0.0
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,purchase,0.31003100310031
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,reaction,9.110469908445083
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,separation,5.593875359758197
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,vaporization,0.0
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,compression,1.5824091770510593
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,cooling,0.18438445146941834
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,pumping,0.112729380498312
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,reaction,0.42951091534921826
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,separation,1.6582240145966227
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,storage,0.4571773349038998
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,trucking,0.9944972300879655
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,compression,1.8376009392312618
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,storage,0.6433693030665757
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,purchase,0.31
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,compression,1.8688441753736176
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,cooling,0.17969357164601973
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,storage,0.4549563888590898
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,trucking,0.877489096338476
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,liquefaction,4.4352310750937525
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,pumping,0.022451012153437658
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,storage,0.33050496288526227
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,purchase,0.31
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,pumping,1.2204120595748962
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,storage,0.6002544420293927
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,vaporization,0.04555955230763742
Pd 4nm,46,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,trucking,0.30940815950784856
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,pumping,0.0
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,storage,0.005924589413032817
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,CO2 recycling,10.141290568234128
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,compression,0.0
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,pumping,0.0
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,purchase,0.31003100310031
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,reaction,9.110469908445083
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,separation,5.593875359758197
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,vaporization,0.0
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,compression,1.5825463063188967
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,cooling,0.19227439941979274
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,pumping,0.11274092161192004
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,reaction,0.34660624885600105
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,separation,1.6584609419125431
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,storage,0.45725080433527343
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,trucking,0.9944972300879655
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,compression,1.8376009392312618
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,storage,0.6433693030665757
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,purchase,0.31
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,compression,1.8688441753736176
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,cooling,0.17969357164601973
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,storage,0.4549563888590898
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,trucking,0.877489096338476
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,liquefaction,4.4352310750937525
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,pumping,0.022451012153437658
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,storage,0.33050496288526227
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,purchase,0.31
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,pumping,1.2204120595748962
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,storage,0.6002544420293927
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,vaporization,0.04555955230763742
Pd 4nm,47,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,0.0311388611388611,1.0,4.109109026973021,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,trucking,0.30940815950784856
Pd 4nm,48,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,0.0134965034965034,1.0,1.7810093986013857,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,pumping,0.0
Pd 4nm,48,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,0.0134965034965034,1.0,1.7810093986013857,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,storage,0.005924589413032817
Pd 4nm,48,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,0.0134965034965034,1.0,1.7810093986013857,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,CO2 recycling,10.141290568234128
Pd 4nm,48,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,0.0134965034965034,1.0,1.7810093986013857,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,compression,0.0
Pd 4nm,48,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,0.0134965034965034,1.0,1.7810093986013857,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,pumping,0.0
