scenario,run #,dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reactor volume (m^3),dehydr. catalyst amount (kg),PSA electricity cost ($/kg H2),PSA electricity cost ($/yr),PSA labor cost ($/kg H2),PSA labor cost ($/yr),PSA levelized capital cost ($/kg H2),PSA levelized capital cost ($/yr),"PSA operation, maintenance, repair costs ($/kg H2)","PSA operation, maintenance, repair costs ($/yr)",PSA other O&M costs ($/kg H2),PSA other O&M costs ($/yr),PSA refrigerator electricity cost ($/kg H2),PSA refrigerator electricity cost ($/yr),PSA refrigerator labor cost ($/kg H2),PSA refrigerator labor cost ($/yr),PSA refrigerator levelized capital cost ($/kg H2),PSA refrigerator levelized capital cost ($/yr),"PSA refrigerator operation, maintenance, repair costs ($/kg H2)","PSA refrigerator operation, maintenance, repair costs ($/yr)",PSA refrigerator other O&M costs ($/kg H2),PSA refrigerator other O&M costs ($/yr),all dehydr. catalyst amount (kg),all dehydr. reactor volume (m^3),cascade storage labor cost ($/kg H2),cascade storage labor cost ($/yr),cascade storage levelized capital cost ($/kg H2),cascade storage levelized capital cost ($/yr),"cascade storage operation, maintenance, repair costs ($/kg H2)","cascade storage operation, maintenance, repair costs ($/yr)",cascade storage other O&M costs ($/kg H2),cascade storage other O&M costs ($/yr),catalyst labor cost ($/kg H2),catalyst labor cost ($/yr),catalyst levelized capital cost ($/kg H2),catalyst levelized capital cost ($/yr),catalyst other O&M costs ($/kg H2),catalyst other O&M costs ($/yr),catalyst purchase cost ($/station),compressor electricity cost ($/kg H2),compressor electricity cost ($/yr),compressor labor cost ($/kg H2),compressor labor cost ($/yr),compressor levelized capital cost ($/kg H2),compressor levelized capital cost ($/yr),"compressor operation, maintenance, repair costs ($/kg H2)","compressor operation, maintenance, repair costs ($/yr)",compressor other O&M costs ($/kg H2),compressor other O&M costs ($/yr),liquid storage labor cost ($/kg H2),liquid storage labor cost ($/yr),liquid storage levelized capital cost ($/kg H2),liquid storage levelized capital cost ($/yr),"liquid storage operation, maintenance, repair costs ($/kg H2)","liquid storage operation, maintenance, repair costs ($/yr)",liquid storage other O&M costs ($/kg H2),liquid storage other O&M costs ($/yr),reactor installed cost ($/station),reactor labor cost ($/kg H2),reactor labor cost ($/yr),reactor levelized capital cost ($/kg H2),reactor levelized capital cost ($/yr),"reactor operation, maintenance, repair costs ($/kg H2)","reactor operation, maintenance, repair costs ($/yr)",reactor other O&M costs ($/kg H2),reactor other O&M costs ($/yr),reactor pump electricity cost ($/kg H2),reactor pump electricity cost ($/yr),reactor pump labor cost ($/kg H2),reactor pump labor cost ($/yr),reactor pump levelized capital cost ($/kg H2),reactor pump levelized capital cost ($/yr),"reactor pump operation, maintenance, repair costs ($/kg H2)","reactor pump operation, maintenance, repair costs ($/yr)",reactor pump other O&M costs ($/kg H2),reactor pump other O&M costs ($/yr),refrigerator electricity cost ($/kg H2),refrigerator electricity cost ($/yr),refrigerator labor cost ($/kg H2),refrigerator labor cost ($/yr),refrigerator levelized capital cost ($/kg H2),refrigerator levelized capital cost ($/yr),"refrigerator operation, maintenance, repair costs ($/kg H2)","refrigerator operation, maintenance, repair costs ($/yr)",refrigerator other O&M costs ($/kg H2),refrigerator other O&M costs ($/yr)
Pd 4nm,18,384.2105263157895,21.84210526315789,0.000237986337986337,0.031404867549747424,0.0,0.0,0.06162690427308376,224938.20059675572,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.06438381290878933,235000.91711708106,0.0033243445951311235,12133.8577722286,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,0.031404867549747424,0.000237986337986337,0.019075091472470787,69624.08387451837,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,2.4917151823849816e-06,9.094760415705183,0.0004293759816265812,1567.2223329370213,7.778512468040867e-06,28.39157050834916,109.91703642411599,0.4147647702976845,1513891.4115865484,0.060512869445717564,220871.97347686908,1.6032429070841658,5851836.610857205,0.29253745985465773,1067761.7284695008,0.18890606470114524,689507.1361591802,0.0010658167331229925,3890.2310758989224,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,146184.95302724416,0.0033138745252260303,12095.64201707501,0.0665939826653342,243068.03672846983,0.004005067206225867,14618.495302724416,0.010345088593681415,37759.57336693717,0.0024673785429765605,9005.931681864446,0.0031638806156982593,11548.164247298646,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.0041051519373362455,14983.804571277295,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,19,300.0,42.68421052631579,0.076013986013986,10.030866405594402,0.0,0.0,0.06229863037737252,227390.0008774097,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456324,0.001384026556428445,5051.696930963824,0.0033605795654016676,12266.115413716087,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,10.030866405594402,0.076013986013986,0.019283007755706044,70382.97830832706,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,0.0008045407117724687,2936.573597969511,0.1371447627551555,500578.38405631756,0.0024844944586240054,9068.404773977622,35108.032419580406,0.34110250394521696,1245024.139400042,0.050572151202419785,184588.3518888322,1.3254240942294422,4837797.943937464,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.0010774340118176028,3932.6341431342503,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.32979393568,499465.2561764175,0.011445817524244953,41777.23396349408,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036867,0.004936297042694106,18017.484205833487,0.0031983665472160943,11674.037897338743,0.08382463437020655,305959.91545125394,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.484507870824,0.05984979703474284,218451.75917681135,0.004149897617017981,15147.126302115628,0.0878640558183182,320703.80373686145,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,20,310.5263157894737,42.68421052631579,0.0311388611388611,4.109109026973021,0.0,0.0,0.062488653718325536,228083.58607188822,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456323,0.009258999850473567,33795.34945422852,0.0033708300083518227,12303.529530484153,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,4.109109026973021,0.0311388611388611,0.019341824804093244,70597.66053494034,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.05954767137775912,217349.0005288208,0.0003305825404611746,1206.6262726832872,0.05618086811773152,205060.16862972005,0.0010177643878999888,3714.840015834959,14381.881594405573,0.34110250394521696,1245024.139400042,0.050726406425567604,185151.38345332176,1.3254240942294424,4837797.943937465,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.0010807204020535006,3944.6294674952765,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.011480729567619273,41904.66292181034,0.22752944077322515,830482.4588222718,0.013683979621271714,49946.52561764175,0.035345719361744826,129011.87567036862,0.004936297042694106,18017.484205833487,0.0032081222078656595,11709.646058709657,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.004162555638631328,15193.328081004347,0.0878640558183182,320703.80373686145,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.695513003615
Pd 4nm,21,321.0526315789474,42.68421052631579,0.0134965034965034,1.7810093986013857,0.0,0.0,0.06256367797033531,228357.42459172386,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.017133973144518685,62539.0019774932,0.003374877047053738,12318.301221746144,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,1.7810093986013857,0.0134965034965034,0.01936504671482558,70682.42050911338,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.05954767137775912,217349.0005288208,0.00014345627950703558,523.6154202006799,0.024350450056802975,88879.14270733086,0.0004411291909056392,1610.121546805583,6233.5328951048505,0.34110250394521696,1245024.139400042,0.05078730885301269,185373.67731349633,1.3254240942294424,4837797.943937465,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.00108201792144256,3949.3654132653437,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.01149451340031664,41954.973911155736,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036865,0.004936297042694106,18017.484205833487,0.0032119738986075654,11723.704729917614,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.48450787082,0.05984979703474284,218451.75917681135,0.004167553227868008,15211.569281718228,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.695513003615
Pd 4nm,22,331.578947368421,42.68421052631579,0.00617539847539847,0.8149105231323623,0.0,0.0,0.06259486393775847,228471.2533728184,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456324,0.025008946438563724,91282.65450075759,0.003376559313970598,12324.441495992683,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918015,37878.873409750755,0.8149105231323623,0.00617539847539847,0.019374699563500544,70717.65340677698,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.05954767137775912,217349.0005288208,6.567191882625908e-05,239.70250371584564,0.011141680672702053,40667.134455362495,0.0002018410571062499,736.7198584378121,2852.186830963268,0.34110250394521696,1245024.139400042,0.05081262468179359,185466.0800885466,1.3254240942294422,4837797.943937464,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.0010825572723366264,3951.334044028686,0.01840584834577514,67181.34646207927,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.011500243043011516,41975.887106992035,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036865,0.004936297042694106,18017.484205833487,0.0032135749635803365,11729.548617068227,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.004169630618191195,15219.151756397861,0.0878640558183182,320703.80373686145,0.009922771230862196,36218.11499264702,0.012815259044658524,46775.695513003615
Pd 4nm,23,342.1052631578947,42.68421052631579,0.00296471636471636,0.39122634326106265,0.0,0.0,0.06260855040205664,228521.20896750674,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456326,0.032883919732608846,120026.30702402229,0.003377297603913161,12327.136254283037,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,0.39122634326106265,0.00296471636471636,0.01937893587167636,70733.11593161871,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,3.15349988145052e-05,115.10274567294397,0.005348954104321563,19523.682480773707,9.690087003429143e-05,353.68817562516375,1369.2922014137193,0.34110250394521696,1245024.139400042,0.050823734941163996,185506.6325352486,1.3254240942294426,4837797.943937466,0.24184494816273427,882734.0607939801,0.1561713752760857,570025.5197577128,0.0010827939751669625,3952.1980093594125,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741588,12144.32979393568,499465.2561764175,0.011502757589028982,41985.06519995578,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036867,0.004936297042694106,18017.484205833487,0.003214277616741342,11732.113301105896,0.08382463437020655,305959.91545125394,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.484507870824,0.05984979703474284,218451.75917681135,0.004170542314407185,15222.479447586225,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,24,352.6315789473684,42.68421052631579,0.00148686268686268,0.19620758964854876,0.0,0.0,0.06261485219395245,228544.21050792644,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.04075889302665397,148769.95954728697,0.0033776375419333417,12328.377028056697,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918015,37878.873409750755,0.19620758964854876,0.00148686268686268,0.019380886436259653,70740.23549234773,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,1.5817004656831227e-05,57.732066997433975,0.002682604098695159,9791.504960237331,4.859766340322479e-05,177.38147142177053,686.7265637699206,0.34110250394521696,1245024.139400042,0.050828850545964144,185525.30449276912,1.3254240942294424,4837797.943937465,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.0010829029625537285,3952.5958133211093,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.011503915385912769,41989.291158581604,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036865,0.004936297042694106,18017.484205833487,0.003214601146171523,11733.294183526059,0.08382463437020655,305959.91545125394,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.004170962095564699,15224.01164881115,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,25,363.1578947368421,42.68421052631579,0.000776932976932976,0.10252469718245706,0.0,0.0,0.06261787989285025,228555.26160890338,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456324,0.04863386632069909,177513.61207055167,0.0033778008653159667,12328.973158403278,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918015,37878.873409750755,0.10252469718245706,0.000776932976932976,0.01938182358593653,70743.65608866834,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.05954767137775912,217349.0005288208,8.265286927372862e-06,30.168297284910945,0.0014017458415945309,5116.3723218200375,2.5393822599397343e-05,92.68745248780031,358.8364401385997,0.34110250394521696,1245024.139400042,0.05083130834071063,185534.2754435938,1.3254240942294424,4837797.943937465,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577127,0.0010829553255952639,3952.786938422713,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.011504471649973355,41991.321522402744,0.22752944077322515,830482.4588222718,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036864,0.004936297042694106,18017.484205833487,0.0032147565860393195,11733.861539043515,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.004171163779620431,15224.747795614572,0.0878640558183182,320703.80373686145,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.695513003615
Pd 4nm,26,373.6842105263158,42.68421052631579,0.00042096822096822,0.05555130321354309,0.0,0.0,0.06261939811688091,228560.80312661533,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456324,0.05650883961474421,206257.26459381636,0.0033778827629856634,12329.27208489767,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,0.05555130321354309,0.00042096822096822,0.019382293514819092,70745.37132908968,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.05954767137775912,217349.0005288208,4.478516935826597e-06,16.34658681576708,0.0007595126873299853,2772.2213087544465,1.375922073156264e-05,50.221155670203636,194.4295612474008,0.34110250394521696,1245024.139400042,0.05083254078923755,185538.77388071705,1.3254240942294422,4837797.943937464,0.24184494816273427,882734.0607939801,0.15617137527608566,570025.5197577127,0.0010829815827729625,3952.8827771213128,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.0115047505857238,41992.33963789187,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036865,0.004936297042694106,18017.484205833487,0.0032148345305610766,11734.146036547929,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.484507870824,0.05984979703474284,218451.75917681135,0.004171264913052238,15225.116932640669,0.0878640558183182,320703.80373686145,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,27,384.2105263157895,42.68421052631579,0.000235986535986535,0.031140972078011947,0.0,0.0,0.06262018711068615,228563.6829540044,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058426,702200.8816456326,0.06438381290878933,235000.91711708106,0.003377925323736084,12329.427431636706,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,0.031140972078011947,0.000235986535986535,0.01938253772843299,70746.26270878041,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.05954767137775913,217349.00052882082,2.5106004723849262e-06,9.16369172420498,0.00042576793019812856,1554.0529452231692,7.713149536199098e-06,28.152995807126707,108.99340227304181,0.34110250394521696,1245024.139400042,0.05083318127063777,185541.11163782785,1.3254240942294424,4837797.943937465,0.24184494816273427,882734.0607939801,0.15617137527608568,570025.5197577128,0.0010829952281573908,3952.9325827744765,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741588,12144.32979393568,499465.2561764175,0.011504895543631663,41992.86873425557,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036865,0.004936297042694106,18017.484205833487,0.003214875036931398,11734.293884799603,0.08382463437020655,305959.91545125394,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.484507870824,0.05984979703474284,218451.75917681135,0.004171317470283309,15225.308766534077,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,28,300.0,63.52631578947368,0.076013986013986,10.030866405594402,0.0,0.0,0.06553558719495965,239204.89326160273,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058426,702200.8816456326,0.001384026556428445,5051.696930963824,0.0035351909632667148,12903.447015923508,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918019,37878.87340975077,10.030866405594402,0.076013986013986,0.020284928071454895,74039.98746081036,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,0.0008463436137981316,3089.15419036318,0.1371447627551555,500578.38405631756,0.0024844944586240054,9068.40477397762,35108.032419580406,0.3002078751249152,1095758.7442059405,0.0450843613365273,164557.91887832465,1.123235081497273,4099808.0474650464,0.20495231016394058,748075.9320983831,0.13234795428836463,483070.0331525309,0.0011334160992074402,4136.968762107156,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741588,12144.32979393568,499465.2561764175,0.012040527501712125,43947.92538124925,0.22752944077322523,830482.4588222721,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036868,0.0074052155424116535,27029.036729802534,0.0033645495650038177,12280.605912263934,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.484507870824,0.05984979703474284,218451.75917681135,0.004365520967039073,15934.151529692619,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,29,310.5263157894737,63.52631578947368,0.0311388611388611,4.109109026973021,0.0,0.0,0.06574590361282463,239972.5481868099,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.009258999850473567,33795.34945422852,0.003546536077145851,12944.856681582356,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,4.109109026973021,0.0311388611388611,0.02035002634235229,74277.59614958585,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.0005288208,0.0003478143078456049,1269.522223636458,0.05618086811773152,205060.16862972005,0.0010177643878999888,3714.8400158349596,14381.881594405573,0.3002078751249152,1095758.7442059405,0.04522904580162291,165086.0171759236,1.1232350814972731,4099808.047465047,0.20495231016394058,748075.9320983831,0.13234795428836463,483070.0331525309,0.0011370534514329824,4150.245097730385,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.012079167891182224,44088.96280281512,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036865,0.0074052155424116535,27029.036729802534,0.0033753470575193837,12320.016759945749,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.004379530771043283,15985.287314307981,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,30,321.0526315789474,63.52631578947368,0.0134965034965034,1.7810093986013857,0.0,0.0,0.06582895825571747,240275.69763336875,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.017133973144518685,62539.0019774932,0.003551016299809282,12961.20949430388,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,1.7810093986013857,0.0134965034965034,0.0203757338629406,74371.42859973319,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.0005288208,0.00015094345060191113,550.9435946969757,0.024350450056802975,88879.14270733086,0.00044112919090563924,1610.121546805583,6233.5328951048505,0.3002078751249152,1095758.7442059405,0.04528618217120662,165294.56492490415,1.1232350814972731,4099808.047465047,0.20495231016394058,748075.9320983831,0.13234795428836463,483070.03315253084,0.0011384898537511402,4155.487966191661,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741588,12144.329793935678,499465.2561764175,0.012094427107658321,44144.658942952876,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036865,0.0074052155424116535,27029.036729802534,0.0033796110227110794,12335.58023289544,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.48450787082,0.05984979703474284,218451.75917681135,0.004385063288572728,16005.481003290457,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.69551300362
Pd 4nm,31,331.578947368421,63.52631578947368,0.00616739926739926,0.8138549412454202,0.0,0.0,0.06586352308772535,240401.8592701975,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.19238380319058423,702200.8816456324,0.025008946438563724,91282.65450075759,0.0035528808330650475,12968.015040687422,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918017,37878.87340975076,0.8138549412454202,0.00616739926739926,0.020386432555988033,74410.47882935632,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.00052882082,6.901175032772411e-05,251.89288869619298,0.011127248466988243,40614.45690450708,0.00020157960537888278,735.7655596329222,2848.492294358971,0.3002078751249152,1095758.7442059405,0.045309960601254765,165381.3561945799,1.123235081497273,4099808.0474650464,0.20495231016394058,748075.9320983831,0.13234795428836463,483070.03315253084,0.0011390876409800481,4157.669889577175,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.012100777532338961,44167.8379930372,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036865,0.0074052155424116535,27029.036729802534,0.0033813855561435884,12342.057279924096,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.48450787082,0.05984979703474284,218451.75917681135,0.004387365755145641,16013.88500628159,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658528,46775.69551300362
Pd 4nm,32,342.1052631578947,63.52631578947368,0.00295971685971685,0.3905666045817233,0.0,0.0,0.06587866227998256,240457.1173219363,1.238423773633985,4520246.773764045,0.07448076004281232,271854.77415626496,0.1923838031905842,702200.8816456323,0.032883919732608846,120026.30702402229,0.0035536974876179328,12970.995829805453,0.0711521530809545,259705.3587454839,0.008035442150149452,29329.3638480455,0.010377773536918015,37878.873409750755,0.3905666045817233,0.00295971685971685,0.020391118520349406,74427.58259927532,0.3294123932501356,1202355.235362995,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.0005288208,3.312614954924844e-05,120.91044585475679,0.005339933975750422,19490.75901148904,9.673746270468684e-05,353.09173887210693,1366.9831160360316,0.3002078751249152,1095758.7442059405,0.04532037541316507,165419.37025805248,1.123235081497273,4099808.0474650464,0.20495231016394058,748075.9320983831,0.1323479542883646,483070.0331525308,0.001139349468255392,4158.625559132181,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.0033272136421741583,12144.329793935678,499465.2561764175,0.012103558980839363,44177.99028006368,0.22752944077322515,830482.4588222718,0.013683979621271714,49946.52561764175,0.03534571936174483,129011.87567036864,0.0074052155424116535,27029.036729802534,0.003382162791305485,12344.89418826502,0.08382463437020654,305959.9154512539,0.0038237882580911876,13956.827142032835,0.009876845070649539,36050.48450787082,0.05984979703474284,218451.75917681135,0.00438837422190472,16017.565909952227,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658526,46775.695513003615
Pd 4nm,33,352.6315789473684,63.52631578947368,0.00148386298386298,0.19581174644094593,0.0,0.0,0.06588563015654535,240482.55007139052,1.2384237736339851,4520246.773764046,0.07448076004281232,271854.77415626496,0.19238380319058426,702200.8816456326,0.04075889302665397,148769.95954728697,0.0035540733562919205,12972.36775046551,0.07115215308095452,259705.35874548397,0.008035442150149452,29329.3638480455,0.010377773536918019,37878.87340975076,0.19581174644094593,0.00148386298386298,0.020393275255047857,74435.45468092468,0.32941239325013555,1202355.2353629947,0.023053686170251306,84145.95452141727,0.059547671377759126,217349.0005288208,1.660965168342007e-05,60.62522864448325,0.0026771920215524856,9771.750878666573,4.849961900546224e-05,177.0236093699372,685.3411125433107,0.3002078751249152,1095758.7442059405,0.04532516887391138,165436.86638977652,1.123235081497273,4099808.0474650464,0.20495231016394058,748075.9320983831,0.13234795428836463,483070.0331525309,0.001139469975354078,4159.065410042385,0.018405848345775144,67181.34646207928,0.001288119876954765,4701.637550884892,0.003327213642174159,12144.32979393568,499465.2561764175,0.012104839154146323,44182.662912634085,0.22752944077322518,830482.4588222719,0.013683979621271714,49946.52561764175,0.03534571936174484,129011.87567036867,0.0074052155424116535,27029.036729802534,0.0033825205170398805,12346.199887195564,0.08382463437020655,305959.91545125394,0.0038237882580911876,13956.827142032835,0.00987684507064954,36050.484507870824,0.05984979703474284,218451.75917681135,0.004388838372948948,16019.26006126366,0.08786405581831822,320703.8037368615,0.009922771230862196,36218.11499264702,0.012815259044658528,46775.69551300362
