scenario,run #,output dollar year,target station capacity (kg/day),target number of stations,one-way delivery distance (mile),electricity cost ($/kWh),diesel cost ($/gallon),electricity emission factor (kg CO2/kWh),diesel emission factor (kg CO2/gallon),hydrogen prod. emission factor (kg CO2-eq/kg),formic acid prod. emission factor (kg CO2-eq/kg),hydrogen purchase cost ($/kg),formic acid purchase cost ($/kg),formic acid production pathway,hydr. reaction temperature (K),hydr. reaction pressure (bar),hydr. reaction yield,hydr. reactor volume (m^3),number of hydr. reactors,hydr. catalyst amount (kg),hydr. catalyst cost ($/kg),hydr. catalyst lifetime (yr),hydr. reactor energy (unit TBD),hydr. separator energy (unit TBD),CO2 electrolyzer purchase cost ($/m^2),terminal formic acid storage amount (days),dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reaction yield,dehydr. reactor volume (m^3),number of dehydr. reactors,dehydr. catalyst amount (kg),dehydr. catalyst cost ($/kg),dehydr. catalyst lifetime (yr),dehydr. reactor energy (unit TBD),dehydr. gas/liquid separator energy (unit TBD),station formic acid storage amount (days),pathway,function,total levelized cost of hydrogen ($/kg H2)
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefaction,4.4352310750937525
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,pumping,1.2428630717283338
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,purchase,0.31
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,storage,0.930759404914655
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,trucking,0.30940815950784856
Pd 4nm,25,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,42.68421052631579,0.9999,0.000776932976932976,1.0,0.10252469718245706,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,vaporization,0.04555955230763742
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,CO2 recycling,10.141290568234128
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,compression,2.1153754624027163
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,cooling,0.2391674298065276
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,pumping,0.10567639927220246
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,purchase,0.31003100310031
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reaction,9.399311549212044
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,separation,7.246690904123318
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,storage,0.4614247971736749
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,trucking,0.9944972300879655
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,vaporization,0.0
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,compression,3.70644511460488
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,cooling,0.17969357164601973
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,purchase,0.31
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,storage,1.0983256919256654
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,trucking,0.877489096338476
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefaction,4.4352310750937525
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,pumping,1.2428630717283338
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,purchase,0.31
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,storage,0.930759404914655
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,trucking,0.30940815950784856
Pd 4nm,26,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,373.6842105263158,42.68421052631579,0.9999,0.00042096822096822,1.0,0.05555130321354309,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,vaporization,0.04555955230763742
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,CO2 recycling,10.141290568234128
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,compression,2.115376102884117
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,cooling,0.24704245565780386
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,pumping,0.10567643977857279
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,purchase,0.31003100310031
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reaction,9.398969935425162
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,separation,7.246691735677874
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,storage,0.4614250550326733
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,trucking,0.9944972300879655
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,vaporization,0.0
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,compression,3.70644511460488
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,cooling,0.17969357164601973
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,purchase,0.31
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,storage,1.0983256919256654
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,trucking,0.877489096338476
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefaction,4.4352310750937525
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,pumping,1.2428630717283338
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,purchase,0.31
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,storage,0.930759404914655
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,trucking,0.30940815950784856
Pd 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,42.68421052631579,0.9999,0.000235986535986535,1.0,0.031140972078011947,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,vaporization,0.04555955230763742
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,CO2 recycling,10.141290568234128
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,compression,1.8058275824110206
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,cooling,0.18423687280219875
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,pumping,0.10829503280636274
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,purchase,0.31003100310031
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reaction,9.539545176530615
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,separation,7.249764401401679
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,storage,0.4623778662467452
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,trucking,0.9944972300879655
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,vaporization,0.0
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,compression,3.70644511460488
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,cooling,0.17969357164601973
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,purchase,0.31
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,storage,1.0983256919256654
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,trucking,0.877489096338476
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefaction,4.4352310750937525
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,pumping,1.2428630717283338
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,purchase,0.31
Pd 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,63.52631578947368,0.9999,0.076013986013986,1.0,10.030866405594402,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,storage,0.930759404914655
