descriptor-temperature	descriptor-pressure	CO2_g	CO_g	H2O_g	H2_g	HCOOH_g
400.0	100.0	93295.14411869578	0.011020009835104172	0.011020009835104172	93295.14411869578	0.0
400.0	94.78947368421052	93227.59038885335	0.011306548354525664	0.011306548354525664	93227.59038885335	0.0
400.0	89.57894736842105	93154.30566274999	0.011617022265624104	0.011617022265624104	93154.30566274999	0.0
400.0	84.36842105263158	93074.42820638548	0.011954983777260973	0.011954983777260973	93074.42820638548	0.0
400.0	79.1578947368421	92986.90286543324	0.012324772995423405	0.012324772995423405	92986.90286543324	0.0
400.0	73.94736842105263	92890.4213262597	0.012731758558741169	0.012731758558741169	92890.4213262597	0.0
400.0	68.73684210526315	92783.33813148872	0.013182674883968565	0.013182674883968565	92783.33813148872	0.0
400.0	63.526315789473685	92663.54987897271	0.013686105579679366	0.013686105579679366	92663.54987897271	0.0
400.0	58.315789473684205	92528.31685074275	0.014253194498112114	0.014253194498112114	92528.31685074275	0.0
400.0	53.10526315789473	92373.99151917952	0.014898723333038813	0.014898723333038813	92373.99151917952	0.0
400.0	47.89473684210526	92195.59034362734	0.01564280287734896	0.01564280287734896	92195.59034362734	0.0
400.0	42.68421052631579	91986.0891979766	0.016513640126561896	0.016513640126561896	91986.0891979766	0.0
400.0	37.473684210526315	91735.20307664802	0.017552299174967805	0.017552299174967805	91735.20307664802	0.0
400.0	32.26315789473684	91427.13411795895	0.01882141808106775	0.01882141808106775	91427.13411795895	0.0
400.0	27.052631578947366	91036.0659048684	0.02042248182125558	0.02042248182125558	91036.0659048684	0.0
400.0	21.842105263157894	90516.13138376019	0.022533813623760186	0.022533813623760186	90516.13138376019	0.0
400.0	16.63157894736842	89775.47918794972	0.02550719514911993	0.02550719514911993	89775.47918794972	0.0
400.0	11.421052631578947	88592.13735303294	0.03017396310486834	0.03017396310486834	88592.13735303294	0.0
400.0	6.2105263157894735	86204.139018141	0.03927536484065879	0.03927536484065879	86204.139018141	0.0
400.0	1.0	74264.54762172888	0.07826407916391981	0.07826407916391981	74264.54762172888	0.0
394.7368421052632	100.0	71864.21606576555	0.006196817971351273	0.006196817971351273	71864.21606576555	0.0
394.7368421052632	94.78947368421052	71820.24026546133	0.0063590159798033825	0.0063590159798033825	71820.24026546133	0.0
394.7368421052632	89.57894736842105	71772.52565876531	0.006534826307261532	0.006534826307261532	71772.52565876531	0.0
394.7368421052632	84.36842105263158	71720.50904972634	0.00672627712309442	0.00672627712309442	71720.50904972634	0.0
394.7368421052632	79.1578947368421	71663.50062560469	0.0069358480669163	0.0069358480669163	71663.50062560469	0.0
