Output Dollar Year (User Input),Size (kt-CO2/y),Distance (mi),Geographical Scale,Location,Transport Mode,Container Type,Rail Transit Time Method,Rail Transit Time (h),Truck Long Haul Solution,Electricity Source,Grid Decarbonization Pathway,Grid Net Zero Year,GHG accounting,Fuel Economy Pathway,Negotiated Rail 'Base Rate' Reduction,Water content (ppm-mol),CO2 Pressure (bar),Operating Period (y),Construction Period (y),Construction Start Year,FINEX Parameters,IRR,Depreciation Period (y),Capitalization (% equity),Cost of equity (IRROE),Cost of debt (interest rate),Project Contingency Factor,Total ($/t-CO2 gross),CAPEX ($/t-CO2 gross),OPEX ($/t-CO2 gross),FINEX ($/t-CO2 gross)
2022,0.7967899305555556,60.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4128.324733356911,577.4363609775503,2025.8535989568434,1525.0347734225168
2022,0.7967899305555556,70.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4129.6463939583855,577.4363609775503,2027.174788910652,1525.0352440701824
2022,0.7967899305555556,80.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4130.968028461715,577.4363609775503,2028.4959788644612,1525.0356886197035
2022,0.7967899305555556,90.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4132.289637349036,577.4363609775503,2029.81716881827,1525.0361075532155
2022,0.7967899305555556,100.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4133.611221067074,577.4363609775503,2031.138358772079,1525.0365013174453
2022,0.7967899305555556,200.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4146.825780966891,577.4363609775503,2044.3502583101683,1525.0391616791733
2022,0.7967899305555556,300.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4741.468605857395,619.1788548512021,2499.8445501907304,1622.4452008154626
2022,0.7967899305555556,400.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4754.670487264688,619.1788548512022,2513.0564497288196,1622.4351826846662
2022,0.7967899305555556,500.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4795.3667868060475,626.3343288168658,2526.268349266909,1642.7641087222732
2022,0.7967899305555556,600.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,5390.282247703394,668.0768226905175,2981.762641147471,1740.4427838654053
2022,0.7967899305555556,700.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,5403.503291514151,668.0768226905175,2994.9745406855604,1740.4519281380735
2022,0.7967899305555556,800.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,5416.707530599816,668.0768226905175,3008.186440223649,1740.4442676856495
2022,0.7967899305555556,900.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,6011.586445894149,709.8193165641694,3463.680732104212,1838.086397225767
2022,0.7967899305555556,1000.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,6050.560474822477,716.9747905298328,3476.8926316423003,1856.6930526503438
2022,1.1951848958333333,10.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2783.7588207823937,390.42587932496895,1362.2336387197768,1031.099302737648
2022,1.1951848958333333,20.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2785.079396282494,390.425879324969,1363.5548286735855,1031.0986882839393
2022,1.1951848958333333,30.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2786.3999979163764,390.425879324969,1364.876018627395,1031.0980999640124
2022,1.1951848958333333,40.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2787.720625007156,390.425879324969,1366.1972085812038,1031.0975371009831
2022,1.1951848958333333,50.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2789.0412768647357,390.42587932496895,1367.5183985350125,1031.096999004754
2022,1.1951848958333333,60.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2790.3619528221207,390.42587932496895,1368.8395884888212,1031.0964850083305
2022,1.1951848958333333,70.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2791.682652201688,390.425879324969,1370.1607784426303,1031.0959944340893
2022,1.1951848958333333,80.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2793.003374347252,390.42587932496895,1371.4819683964392,1031.0955266258436
2022,1.1951848958333333,90.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2794.324118607003,390.42587932496895,1372.803158350248,1031.0950809317862
2022,1.1951848958333333,100.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2795.6448843104595,390.425879324969,1374.1243483040573,1031.0946566814334
2022,1.1951848958333333,200.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2808.84026622265,390.425879324969,1387.3362478421461,1031.0781390555344
2022,1.1951848958333333,300.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3210.19828629212,418.25420857407016,1695.91620778042,1096.02786993763
2022,1.1951848958333333,400.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3241.7864765894205,423.0245245511792,1709.128107318509,1109.6338447197327
2022,1.1951848958333333,500.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3254.9928984026624,423.02452455117924,1722.3400068565977,1109.6283669948857
2022,1.1951848958333333,600.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3656.5200679580485,450.8528538002804,2030.9199667948717,1174.7472473628966
2022,1.1951848958333333,700.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3686.8215749897645,455.6231697773894,2044.1318663329603,1187.0665388794143
2022,1.1951848958333333,800.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3700.031991914328,455.6231697773894,2057.3437658710495,1187.065056265889
2022,1.1951848958333333,900.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4101.628701124744,483.4514990264906,2365.9237258093235,1252.2534762889295
2022,1.1951848958333333,1000.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,4132.07070424616,488.2218150035996,2379.1356253474128,1264.713263895147
2022,1.5935798611111112,10.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2110.2776875058703,296.0449368219069,1032.413080970609,781.8196697133548
2022,1.5935798611111112,20.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2111.598716531504,296.0449368219069,1033.7342709244176,781.8195087851796
2022,1.5935798611111112,30.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2112.9197462203338,296.0449368219069,1035.0554608782265,781.8193485202002
2022,1.5935798611111112,40.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2114.2407766557285,296.0449368219069,1036.3766508320355,781.8191890017865
2022,1.5935798611111112,50.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2115.5487220938185,296.0449368219069,1037.6978407858442,781.8059444860671
2022,1.5935798611111112,60.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2116.870353133809,296.0449368219069,1039.019030739653,781.8063855722492
2022,1.5935798611111112,70.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2118.191982907706,296.04493682190696,1040.340220693462,781.8068253923368
2022,1.5935798611111112,80.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2119.513611193909,296.0449368219069,1041.661410647271,781.8072637247315
2022,1.5935798611111112,90.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2120.835237798684,296.0449368219069,1042.9826006010799,781.8077003756966
2022,1.5935798611111112,100.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2122.1568625001405,296.04493682190696,1044.3037905548888,781.8081351233452
2022,1.5935798611111112,200.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2135.3729579589076,296.0449368219069,1057.5156900929778,781.8123310440229
2022,1.5935798611111112,300.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2452.8192009593113,320.4939207415645,1292.6384840601074,839.6867961576393
2022,1.5935798611111112,400.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2466.0290220732754,320.4939207415646,1305.8503835981965,839.6847177335147
2022,1.5935798611111112,500.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2493.067625013341,324.07165772439635,1319.0622831362855,849.9336841526589
2022,1.5935798611111112,600.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2797.9668818381883,344.9429046612222,1554.185077103415,898.8389000735508
2022,1.5935798611111112,700.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2811.178004271549,344.94290466122214,1567.3969766415037,898.8381229688226
2022,1.5935798611111112,800.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,2837.2428288066567,348.520641644054,1580.6088761795932,908.1133109830093
2022,1.5935798611111112,900.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3142.200044732627,369.3918885808799,1815.7316701467228,957.0764860050241
2022,1.5935798611111112,1000.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,3168.3676316146825,372.9696255637116,1828.9435696848118,966.4544363661591
2022,1.9919748263888888,10.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,1704.0641624249035,239.00197154702005,833.8991466615336,631.1630442163498
2022,1.9919748263888888,20.0,State,California,Truck,Tanker,NA,NA,Intermediate Storage,Grid,Linear Reduction,2045.0,CO2 only,Historical Trends,0.1,0.0,15.0,30.0,1.0,2024.0,Calculated,0.0982,10.0,0.45,0.1077,0.0391,0.11196650454679086,1705.3850730668437,239.00197154702002,835.2203366153423,631.1627649044813
